text,nutrient,pmid,label
"In this review, we provide an elaborate overview of pre-clinical and clinical studies using high-dose IVC as anti-cancer agent, as well as a detailed evaluation of the main known molecular mechanisms involved.",vitamin C,34717701,0
A special focus is put on global molecular profiling studies in this respect.,vitamin C,34717701,0
"Vitamin C (VitC), also known as ascorbic acid or ascorbate, is an essential water-soluble vitamin that plays an important role in human physiology.",vitamin C,34717701,0
"Most of its physiological functions involve its ability to act as an antioxidant or as a cofactor for a wide variety of enzymatic reactions, thereby contributing to stabilisation of the tertiary structure of collagen, norepinephrine synthesis and iron absorption.",vitamin C,34717701,1
Emerging data show that VitC is also a cofactor for newly characterised hydroxylases of the family of Fe-containing 2-oxoglutarate-dependent dioxygenases that regulate gene transcription and cell signalling pathways.,vitamin C,34717701,1
"In addition, immune cells accumulate high concentrations of VitC, underlining its key function in various processes within the immune system.",vitamin C,34717701,1
"Importantly, while most vertebrate species can synthesize ascorbic acid, humans cannot, and they are therefore dependent on oral consumption of VitC.",vitamin C,34717701,0
The concept of utilizing VitC as a therapeutic agent for cancer care was first introduced by double Nobel Prize winning chemist Linus Pauling and physician Ewan Cameron almost 50 years ago.,vitamin C,34717701,1
"Specifically, Pauling and Cameron published a number of clinical reports that indicated significantly prolonged survival rates of terminal cancer patients treated with pharmacological doses of VitC (10 g/ day by intravenous infusion for about 10 days and orally thereafter) compared to matched historical controls that did not receive VitC.",vitamin C,34717701,1
Herein lies the essence of much controversy concerning the implementation of VitC in cancer treatment over the past decades.,vitamin C,34717701,0
"An important distinction must therefore be made between orally administered VitC (OC), achieving maximum plasma concentrations of no more than 220 μmol/L of blood, and pharmacological or high-dose IVC, generating plasma concentrations up into the millimolar range (≥ 15 mmol/L), which is needed to kill cancer cells based on pre-clinical studies.",vitamin C,34717701,2
"In light of this, high-dose IVC has re-emerged as a potent anti-cancer agent over the past two decades, with several phase I and a few phase II clinical trials reporting high tolerability and safety with promising signs of efficacy in the treatment of various cancer types, either as monotherapy or as a combination therapy",vitamin C,34717701,1
"In addition, there is strong clinical evidence for IVC’s ability to reduce chemotherapy-related side effects, such as fatigue, and to improve quality of life also in the palliative care setting",vitamin C,34717701,1
The aim of this review is to create an up-to-date overview of the most important research conducted within the field of high-dose VitC and cancer therapy,vitamin C,34717701,0
"First, the use of high-dose VitC mono- and combination therapy in the pre-clinical and clinical setting is discussed, followed by a discussion of the molecular mechanisms found to be involved in the anti-cancer activity portrayed by VitC",vitamin C,34717701,0
"Specifically, the contribution of emerging global profiling studies based on proteomics, transcriptomics and metabolomics to these insights will be highlighted",vitamin C,34717701,0
The pioneering clinical studies that initiated the interest in VitC as anticancer agent [6–8] employed VitC as single agent.,vitamin C,34717701,1
"Since then, a great number of clinical and pre-clinical studies have explored high-dose VitC.",vitamin C,34717701,0
"In this section, we briefly summarize the pre-clinical and clinical studies of VitC as monotherapy before elaborating more on the combination therapy studies.",vitamin C,34717701,0
A vast number of studies have shown encouraging anti-cancer activity of VitC at millimolar concentrations (~ 1–20 mM) in pre-clinical models of various cancer types [15].,vitamin C,34717701,2
"The most investigated have been leukaemia [20–24], colon cancer [25–32], melanoma [33–37], pancreatic cancer [14, 31, 38] and prostate cancer [39–41].",vitamin C,34717701,0
"One notable example of the progress in VitC pre-clinical research is the recent work in hard-to-treat Kirsten Rat Sarcoma Viral Oncogene Homolog (KRAS) driven tumours, such as KRAS mutant colorectal cancer (CRC) [25, 27, 32].",vitamin C,34717701,1
"Based on prior studies by Yun et al. [32] and Aguilera et al. [25], Cenigaonandia-Campillo et al. [27] used elevated doses of VitC (5–10 mM) in KRAS mutant CRC tumours, both in vitro and in vivo.",vitamin C,34717701,2
"They showed that VitC was able to target common metabolic aberrancies by decreasing adenosine triphosphate (ATP) and glucose transporter 1 (GLUT-1) levels, as well as by dissipating the mitochondrial membrane potential, which could sensitize KRAS mutant CRC cells to current treatments such as chemotherapy.",vitamin C,34717701,1
"Given the importance of developing better treatments for patients with KRAS driven tumours, non-toxic combinations with VitC are also being explored and will be discussed in the following section 2.",vitamin C,34717701,0
"In the majority of cancer types, most of the in vivo studies have shown inhibition of tumour growth (40–60%) by using elevated doses of ascorbate (1-4 g/kg) either intravenously (IV) or intraperitoneally (IP) [15, 55–57].",vitamin C,34717701,2
"Importantly, in order to maintain VitC levels inside the tumour, daily administration is the most optimal schedule [56].",vitamin C,34717701,2
"In terms of safety and tolerability, several studies have shown that high-dose VitC does not increase toxicity levels in vivo yet protects from other treatment side-effects when used as an adjuvant agent [15, 62–64].",vitamin C,34717701,1
"Overall, the studies performed in vitro and in vivo using high-dose VitC as single agent in a large number of cancer types, have shown that it is a promising anti-cancer agent impairing both tumor growth and metastasis.",vitamin C,34717701,1
"Clinical monotherapy studies administering high-dose VitC in patients with various types of advanced malignancies report this therapy to be safe, showing no significant toxicity at doses of up to 3 g/kg [13] (Table 2).",vitamin C,34717701,1
"These studies additionally demonstrated that at the given doses, ascorbate plasma levels of over 10 mM could be sustained for several hours, and observed maximum achievable blood concentrations of up to 49 mM [13].",vitamin C,34717701,2
"Grade 3 or higher adverse events possibly related to IVC treatment were reported in only 1–2 cases per study (with 17–24 patients included per study, see Table 2), the most common being hypokalemia [13, 65], hypernatremia [13], hypertension and anemia [66].",vitamin C,34717701,3
"Riordan et al. [65] additionally reported one case of kidney stones in a metastatic CRC patient with a history of renal calculi, suggesting IVC may be contraindicated for patients with renal dysfunction.",vitamin C,34717701,3
"Nielsen et al. [66] reported one case of pulmonary embolism and pneumonia each, both of which can also be attributed to the underlying disease, since cancer is known to increase the risk of thromboembolic events.",vitamin C,34717701,0
Hoffer at al [12]. reported no grade 3 or higher toxicities.,vitamin C,34717701,0
"By the 1970s, Nobel Price winner Linus Pauling had already developed a strategy to use intravenous (IV) vitamin C in cancer patients.",vitamin C,31035414,1
He treated patients with advanced cancer with high doses of vitamin C and reported a positive effect on survival.,vitamin C,31035414,1
Pharmacokinetic studies show that the way of administration makes a big difference as peak plasma vitamin C concentrations after intravenous administration are much higher (up to 70-fold) than after oral intake.,vitamin C,31035414,2
"Peak plasma concentrations also continue to increase when the intravenous dose of vitamin C is increased, while peak plasma concentrations plateau around 220 µM even though oral doses are increased.",vitamin C,31035414,2
In preclinical studies investigators also show that vitamin C can have a synergetic effect with some types of chemo- and immunotherapy.,vitamin C,31035414,1
"Additionally we showed in pre-clinical studies that vitamin C has an important role in the immune system, as it stimulates the production and/or activation of immune cells, like T-lymphocytes and natural killer cells, that have a function in fighting against pathogens and cancer cells [12,13,14].",vitamin C,31035414,1
